,paper_id,country,org,org_type,team
4867,1731,Peoples R China,Qingdao Agr Univ,,"Yang, Guo-feng"
4868,1731,Peoples R China,Qingdao Agr Univ,,"Sun, Juan"
4869,1731,Peoples R China,China Anim Hlth & Epidemiol Ctr,,"Wang, Zong-li"
4870,1732,Australia,Dept Econ Dev Jobs Transport & Resources,,"McCaskill, M. R."
4871,1732,Australia,36 Paynes Rd,,"Kearney, G. A."
4872,1733,Saudi Arabia,King Saud Univ,,"Alhidary, Ibrahim; Abdelrahman, Mutassim M.; Khan, Rifat U.; Albaadani, Hani H."
4873,1733,Saudi Arabia,ARASCO Co,,"Alyemni, Abdullah H."
4874,1733,Saudi Arabia,King Saud Univ,,"Al-Mubarak, Aarif H."
4875,1733,Pakistan,Univ Agr,,"Khan, Rifat U."
4876,1734,Lithuania,Lithuanian Res Ctr Agr & Forestry,,"Slepetiene, Alvyra; Slepetys, Jonas; Tilvikiene, Vita; Amaleviciute, Kristina; Liaudanskiene, Inga; Ceseviciene, Jurgita; Kadziuliene, Zydre; Dabkevicius, Zenonas; Buliauskaite, Raimonda"
4877,1735,Brazil,Univ Estadual Paulista,,"Lemes, Rodrigo Luis"
4878,1735,Brazil,UNESP,,"Soares Filho, Cecilio Viega; Garcia Neto, Manoel"
4879,1735,Brazil,UNESP,,"Heinrichs, Reges"
4880,1736,Iran,Univ Tehran,,"Seiedy, Marjan"
4881,1736,Iran,Univ Tehran,,"Sanaei, Ehsan,    Seiedy, Marjan"
4882,1737,Tunisia,Inst Arid Lands,,"Abid, Mabrouka; Mansour, Elhem; Ben Yahia, Leila; Bachar, Khouloud; Ben Khaled, Abdenaceur"
4883,1737,Tunisia,Natl Agron Inst Tunis,,"Ferchichi, Ali"
4884,1738,Germany,Univ Bonn,,"Gussek, I.; Grosse-Brinkhaus, C.; Sudekum, K. -H."
4885,1738,Germany,Univ Gottingen,,"Hummel, J."
4886,1739,South Korea,Gyeongsang Natl Univ,,"Atikur, Rahman Md; Yong-goo, Kim; Iftekhar, Alam; Byung-Hyun, Lee"
4887,1739,Peoples R China,Chinese Acad Sci,,Liu Gong-she
4888,1739,Bangladesh,Natl Inst Biotechnol,,"Iftekhar, Alam"
4889,1739,South Korea,Korea Forest Res Inst,,"Hyoshin, Lee"
4890,1739,South Korea,Gyeongsang Natl Univ,,"Joo, Lee Jeung"
4891,1740,Lithuania,Vilnius State Univ,,"Taujenis, Lukas; Padarauskas, Audrius"
4892,1740,Lithuania,Lithuanian Res Ctr Agr & Forestry,,"Ceseviciene, Jurgita; Lemeziene, Nijole; Butkute, Bronislava"
4893,1741,Tunisia,CBBC,,"Ferchichi, Siwar; El Khouni, Amine; Zorrig, Walid; Atia, Abdallah; Rabhi, Mokded; Gharsalli, Mohamed; Abdelly, Chedly"
4894,1742,Australia,Dept Econ Dev Jobs Transport & Resources,,"Rogers, M. E.; Lawson, A. R.; Kelly, K. B."
4895,1743,Tunisia,Inst Arid Lands,,"Abid, Mabrouka; Haddad, Mansour; Ben Khaled, Abdenacer; Mansour, Elhem; Bachar, Khouloud; Lacheheb, Belgacem"
4896,1743,Tunisia,Natl Inst Agron,,"Ferchichi, Ali"
4897,1744,Serbia,Inst Forage Crops,,"Vasic, Tanja; Terzic, Dragan; Milenkovic, Jasmina; Markovic, Jordan"
4898,1744,Serbia,Inst Anim Husb,,"Krnjaja, Vesna"
4899,1744,Serbia,Fruit Res Inst,,"Jevremovic, Darko"
4900,1744,Serbia,Maize Res Inst,,"Stankovic, Slavica"
4901,1745,Peoples R China,China Agr Univ,,"Wang, Hui; Sun, Yan; Wang, Mingya; Mao, Peisheng"
4902,1745,Peoples R China,Northwest Normal Univ,,"Zhang, Wenxu"
4903,1745,Peoples R China,Qinghai Acad Anim & Vet Sci,,"Wei, Xiaoxing"
4904,1746,Saudi Arabia,King Abdulaziz Univ,,"Daur, Ihsanullah"
4905,1747,Saudi Arabia,King Faisal Univ,,"Taha, El-Kazafy A.; Al-Abdulsalam, Mohammed; Al-Kahtani, Saad"
4906,1747,Egypt,Kafrelsheikh Univ,,"Taha, El-Kazafy A."
4907,1748,Poland,Univ Warmia & Mazury,,"Kozera, W. J.; Karpiesiuk, K.; Bugnacka, D.; Falkowski, J.; Milewska, W."
4908,1749,Chile,Univ Iberoamer Ciencias & Tecnol,,"Nahum, M."
4909,1749,Chile,Univ Santo Tomas,,"Marin, M."
4910,1749,Chile,Univ Santo Tomas,,"Rios, C."
4911,1749,MO USA,Univ Missouri,,"Melendez, P."
4912,1750,Italy,Univ Turin,,"Belmondo, Simone; Calcagno, Cristina; Genre, Andrea; Lanfranco, Luisa"
4913,1750,France,Univ Nice Sophia Antipolis,,"Puppo, Alain; Pauly, Nicolas"
4914,1751,Peoples R China,Lanzhou Univ,,"Wang, Dan"
4915,1751,Peoples R China,Chinese Acad Agr Sci,,"Wang, Dan; Sun, ZhanMin; Tang, YiXiong; Zhou, MeiLiang; Wu, YanMin"
4916,1751,Pakistan,Univ Punjab,,"Khurshid, Muhammad"
4917,1752,Peoples R China,Chinese Acad Agr Sci,,Tu Xiong-bing; Fan Yao-li; Zhang Ze-hua
4918,1752,Peoples R China,Shenyang Agr Univ,,Fan Yao-li; Ji Ming-shan
4919,1752,Peoples R China,Hebei Acad Agr & Forestry Sci,,Liu Zhong-kuan; Xie Nan; Liu Zhen-yu
4920,1753,Peoples R China,Chinese Acad Agr Sci,,Kong Ling-an; Wu Du-qing; Huang Wen-kun; Peng Huan; He Wen-ting; Peng De-liang
4921,1754,South Africa,Univ Orange Free State,,"Scheepers, Morne E.; Jordaan, Henry"
4922,1755,Czech Republic,Czech Univ Life Sci Prague,,"Hakl, J.; Konecna, J."
4923,1755,Czech Republic,Crop Res Inst,,"Kunzova, E."
4924,1756,SD 57007 USA,S Dakota State Univ,,"Misar, Christopher G."
4925,1756,ND 58102 USA,USDA ARS,,"Misar, Christopher G."
4926,1756,SD 57007 USA,S Dakota State Univ,,"Xu, Lan"
4927,1756,SD 57702 USA,S Dakota State Univ,,"Gates, Roger N.; Johnson, Patricia S."
4928,1756,SD 57007 USA,S Dakota State Univ,,"Boe, Arvid"
4929,1756,ND 58639 USA,N Dakota State Univ,,"Schauer, Christopher S.; Rickertsen, John R."
4930,1756,NE 68583 USA,Univ Nebraska,,"Stroup, Walter W."
4931,1757,Iran,Tarbiat Modares Univ,,"Rad, M. Imani; Rouzbehan, Y.; Rezaei, J."
4932,1758,Russia,Russian Acad Sci,,"Dubrovskaya, E. V.; Pozdnyakova, N. N.; Muratova, A. Yu.; Turkovskaya, O. V."
4933,1759,Australia,Univ Adelaide,,"Caetano, M.; Wilkes, M. J.; Pitchford, W. S.; Lee, S. J.; Hynd, P. I."
4934,1760,Australia,Dept Econ Dev Jobs Transport & Resources,,"Williams, S. R. O.; Moate, P. J.; Deighton, M. H.; Hannah, M. C.; Wales, W. J.; Jacobs, J. L."
4935,1761,Japan,Kyushu Univ,,"Iwase, Shun-ichiro"
4936,1761,Japan,Kyushu Univ,,"Tani, Soichiro"
4937,1762,Australia,Dept Econ Dev Jobs Transport & Resources,,"McCaskill, M. R.; Raeside, M. C.; Clark, S. G.; MacDonald, C.; Clark, B.; Partington, D. L."
4938,1763,France,INRA,,"Marchand, Lilian; Oustriere, Nadege; Mench, Michel"
4939,1763,France,Univ Bordeaux,,"Marchand, Lilian; Oustriere, Nadege; Mench, Michel"
4940,1763,France,Mairie BORDEAUX,,"Marchand, Lilian; Pesme, Eric; Butin, Damien; Wicart, Gaetan"
4941,1763,Spain,Univ Pais Vasco EHU,,"Sabaris, Celestino-Quintela"
4942,1763,Canada,Univ Montreal,,"Desjardins, Dominic"
4943,1764,Belgium,VIB,,"Mertens, Jan; Pollier, Jacob; Vanden Bossche, Robin; Goossens, Alain"
4944,1764,Belgium,Univ Ghent,,"Mertens, Jan; Pollier, Jacob; Vanden Bossche, Robin; Goossens, Alain"
4945,1764,Spain,CSIC,,"Lopez-Vidriero, Irene; Manuel Franco-Zorrilla, Jose"
4946,1765,Portugal,Univ Porto,,"Guadalupe Soto-Zarazua, M.; Rodrigues, Francisca; Pimentel, Filipa B.; Oliveira, M. Beatriz P. P."
4947,1765,Mexico,Univ Autonoma Queretaro,,"Guadalupe Soto-Zarazua, M.; Bah, M. M."
4948,1766,Saudi Arabia,King Faisal Univ,,"Khalifa, Ashraf Y. Z.; Alsyeeh, Abdel-Moneium; Almalki, Mohammed A."
4949,1766,Egypt,Univ Beni Suef,,"Khalifa, Ashraf Y. Z."
4950,1766,Saudi Arabia,King Faisal Univ,,"Saleh, Farag A."
4951,1766,Egypt,Agr Res Ctr,,"Saleh, Farag A."
4952,1767,OK 73036 USA,USDA ARS,,"Starks, Patrick J.; Brown, Michael A.; Turner, Kenneth E.; Venuto, Bradley C."
4953,1768,France,Agrocampus Ouest,,"Youssef, Chvan; Beucher, Daniel; Teulat, Beatrice"
4954,1768,France,Univ Angers,,"Aubry, Catherine; Montrichard, Francoise"
4955,1768,France,SFR QuaSaV 4207,,"Juchaux, Marjorie"
4956,1768,France,Univ Toulouse,,"Ben, Cecile"
4957,1768,France,CNRS,,"Ben, Cecile"
4958,1768,France,INRA,,"Prosperi, Jean-Marie"
4959,1769,Italy,Univ Turin,,"Belmondo, Simone; Calcagno, Cristina; Genre, Andrea; Lanfranco, Luisa"
4960,1769,France,Univ Nice Sophia Antipolis,,"Puppo, Alain; Pauly, Nicolas"
4961,1769,France,INRA,,"Puppo, Alain; Pauly, Nicolas"
4962,1769,France,CNSR,,"Puppo, Alain; Pauly, Nicolas"
4963,1770,France,Univ Paris Saclay,,"Couzigou, Jean-Malo; Magne, Kevin; Mondy, Samuel; Cosson, Viviane; Ratet, Pascal"
4964,1770,France,Univ Toulouse,,"Couzigou, Jean-Malo"
4965,1770,Australia,Baron Hay Court,,"Clements, Jonathan"
4966,1771,SD 57007 USA,South Dakota State Univ,,"Anower, M. Rokebul; Wu, Yajun"
4967,1771,SD 57007 USA,South Dakota State Univ,,"Fennell, Anne; Boe, Arvid"
4968,1771,UT 84322 USA,Utah State Univ,,"Mott, Ivan W.; Peel, Michael D."
4969,1772,PA 16802 USA,Penn State Univ,,"Bohnenblust, Eric W.; Vaudo, Anthony D.; Tooker, John F."
4970,1772,PA USA,USDA ARS,,"Egan, J. Franklin"
4971,1772,PA 16802 USA,Penn State Univ,,"Mortensen, David A."
4972,1773,TX 77845 USA,ARS,,"Anderson, Robin C.; Ripley, Laura H.; Callaway, Todd R.; Genovese, Kenneth J.; Beier, Ross C.; Harvey, Roger B.; Nisbet, David J."
4973,1773,MT 59717 USA,Montana State Univ,,"Bowman, Jan G. P."
4974,1774,Oman,Sultan Qaboos Univ,,"Al-Lawati, A.; Al-Bahry, S.; Victor, R.; Yaish, M. W."
4975,1774,Oman,Res Council,,"Al-Lawati, A. H."
4976,1775,CA 95616 USA,Univ Calif Davis,,"Matthews, William A.; Gabrielyan, Georgi T.; Sumner, Daniel A."
4977,1775,CA 95616 USA,Univ Calif Davis,,"Gabrielyan, Georgi T.; Sumner, Daniel A."
4978,1775,CA 95616 USA,Univ Calif Davis,,"Putnam, Daniel H."
4979,1776,Peoples R China,Dalian Nationalities Univ,,"Guo, Peng; Zhang, Wanjun; Bao, Yajing"
4980,1776,Peoples R China,Chinese Acad Sci,,"Wei, Hongxu"
4981,1777,Czech Republic,Mendel Univ Brno,,"Sochor, Jiri"
4982,1777,Czech Republic,Mendel Univ Brno,,"Mlejnkova, Veronika; Horky, Pavel; Skladanka, Jiri; Hodulikova, Lucia"
4983,1777,Czech Republic,Mendel Univ Brno,,"Kominkova, Marketa; Adam, Vojtech"
4984,1777,Czech Republic,Brno Univ Technol,,"Kominkova, Marketa"
4985,1777,Czech Republic,Tomas Bata Univ Zlin,,"Mlcek, Jiri"
4986,1777,Slovakia,Constantine Philosopher Univ Nitra,,"Jurikova, Tunde"
4987,1778,France,CEA,,"El Khalloufi, Fatima; Bertrand, Marie; Ortet, Philippe; Barakat, Mohamed; Heulin, Thierry; Achouak, Wafa"
4988,1778,France,CNRS,,"El Khalloufi, Fatima; Bertrand, Marie; Ortet, Philippe; Barakat, Mohamed; Heulin, Thierry; Achouak, Wafa"
4989,1778,France,Aix Marseille Univ,,"El Khalloufi, Fatima; Bertrand, Marie; Ortet, Philippe; Barakat, Mohamed; Heulin, Thierry; Achouak, Wafa"
4990,1778,Morocco,Cadi Ayyad Univ,,"El Khalloufi, Fatima; Oufdou, Khalid; Lahrouni, Majida; Oudra, Brahim"
4991,1778,Morocco,Univ Hassan 1st Polydisciplinary Fac Khouribga,,"El Khalloufi, Fatima"
4992,1779,Italy,Mediterranean Agron Inst Bari IAM Bari,,"Al Chami, Z.; Eldeen, S. Bou Zein; Al Bitar, L."
4993,1779,Lebanon,Lebanese Univ,,"Eldeen, S. Bou Zein; Atallah, T."
4994,1780,Tunisia,Univ Carthage,,"Mechmech, Fatma; Gargouri, Mohamed"
4995,1780,Canada,Polytech Montreal,,"Mechmech, Fatma; Marinova, Mariya"
4996,1780,Canada,Ctr Natl Electrochim & Technol Environm,,"Chadjaa, Hassan; Rahni, Mohamed"
4997,1780,Tunisia,Natl Inst Phys & Chem Res & Anal INRAP,,"Ben Akacha, Najla"
4998,1781,CO 80521 USA,ARS,,"Greene, Stephanie L."
4999,1781,WA 99350 USA,Washington State Univ,,"Kesoju, Sandya R."
5000,1781,OR USA,ARS,,"Martin, Ruth C."
5001,1781,MD USA,ARS,,"Kramer, Matthew"
5002,1782,Pakistan,Univ Agr Faisalabad,,"Hanif, Muhammad Asif"
5003,1782,Oman,Sultan Qaboos Univ,,"Hanif, Muhammad Asif; Al-Maskari, Ahmed Yahya; Al-Hdhrami, Ibtisam; Khan, Muhammad Mumtaz"
5004,1782,Oman,Sultan Qaboos Univ,,"Al-Sabahi, Jamal Nasser"
5005,1782,Oman,Sultan Qaboos Univ,,"Al-Azkawi, Ahlam"
5006,1782,Pakistan,Govt Coll Univ,,"Hussain, Abdullah Ijaz"
5007,1783,Peoples R China,Lanzhou Univ,,"Duan, Zhen; Zhang, Daiyu; Zhang, Jianquan; Di, Hongyan; Wu, Fan; Hu, Xiaowen; Meng, Xuanchen; Luo, Kai; Zhang, Jiyu; Wang, Yanrong"
5008,1784,Australia,Murdoch Univ,,"Ardley, Julie; Tian, Rui; O'Hara, Graham; Howieson, John; Reeve, Wayne"
5009,1784,CA USA,US DOE,,"Seshadri, Rekha; Reddy, T. B. K.; Pati, Amrita; Woyke, Tanja; Ivanova, Natalia; Kyrpides, Nikos"
5010,1784,CA 94720 USA,Univ Calif Berkeley,,"Markowitz, Victor"
5011,1784,Saudi Arabia,King Abdulaziz Univ,,"Kyrpides, Nikos"
5012,1785,Peoples R China,Lanzhou Univ,,"Wang, Zhennan; Lu, Jiaoyun; Yang, Mei; Yang, Huimin; Zhang, Qingping"
5013,1786,MA 01003 USA,Univ Massachusetts,,"Kim, Minsoo; Waters, Christopher; Wang, Dong"
5014,1786,OK 73401 USA,Samuel Roberts Noble Fdn Inc,,"Chen, Yuhui; Chen, Rujin"
5015,1786,Peoples R China,Northwest A&F Univ,,"Xi, Jiejun"
5016,1787,Hungary,Natl Agr Res & Innovat Ctr,,"Horvath, Beatrix; Domonkos, Agota; Kalo, Peter"
5017,1787,Hungary,Biol Res Ctr,,"Kereszt, Attila; Szucs, Attila; Abraham, Edit; Kondorosi, Eva"
5018,1787,Hungary,Biol Res Ctr,,"Ayaydin, Ferhan"
5019,1787,Hungary,Eotvos Lorand Univ,,"Boka, Karoly"
5020,1787,OK 73401 USA,Samuel Roberts Noble Fdn Inc,,"Chen, Yuhui; Chen, Rujin; Murray, Jeremy D.; Udvardi, Michael K."
5021,1787,England,John Innes Ctr,,"Murray, Jeremy D."
5022,1788,Tunisia,Ctr Biotechnol Borj Cedria,,"Nouairi, Issam; Mrabet, Moncef; Mhadhbi, Haythem; Zribi, Kais"
5023,1788,Tunisia,Ctr Biotechnol Borj Cedria,,"Rabhi, Mokded"
5024,1789,Lithuania,Nat Res Ctr,,"Vysniauskiene, Regina; Ranceliene, Vida"
5025,1789,Lithuania,Vilnius Univ,,"Patamsyte, Jolanta; Cesniene, Tatjana; Zvingila, Donatas"
5026,1789,Lithuania,Vilnius Univ,,"Naugzemys, Donatas"
5027,1790,Bulgaria,Trakia Univ,,"Simeonov, Miroslav"
5028,1790,Bulgaria,Trakia Univ,,"Nedelkov, Krum"
5029,1790,Bulgaria,Trakia Univ,,"Bozakova, Nadiya"
5030,1791,Mauritius,Univ Mauritius,,"Neetoo, Hudaa"
5031,1791,DE USA,Univ Delaware,,"Chen, Haiqiang"
5032,1792,India,Anand Agr Univ,,"Yadavendra, J. P."
5033,1793,India,Natl Dairy Dev Board,,"Singh, Digvijay; Garg, A. K."
5034,1794,Peoples R China,Nanjing Agr Univ,,"Sun, Di; Zhu, Can Can; Wang, Lei; Yang, Lu; Yang, Zhi Min"
5035,1794,Peoples R China,Jiangsu Acad Agr Sci,,"Chen, Jian; Hu, Liang Bin"
5036,1794,Peoples R China,Nanjing Agr Univ,,"Zhou, Zhao Sheng"
5037,1795,France,INRA,,"Blanquet, Pauline; Catrice, Olivier; Bruand, Claude; Meilhoc, Eliane"
5038,1795,France,CNRS,,"Blanquet, Pauline; Catrice, Olivier; Bruand, Claude; Meilhoc, Eliane"
5039,1795,Portugal,Univ Porto,,"Silva, Liliana; Carvalho, Helena"
5040,1796,France,URCA,,"Gatouillat, Gregory; Madoulet, Claudie"
5041,1796,France,ICMR CNRS UMR 7312,,"Magid, Abdulmagid Alabdul; Lavaud, Catherine"
5042,1796,France,CHU Robert Debre,,"Bertin, Eric"
5043,1796,France,URCA,,"El btaouri, Hassan"
5044,1796,France,URCA,,"Morjani, Hamid"
5045,1797,Peoples R China,Chinese Acad Agr Sci,,"Gao, Jianming; Wang, Yu; Yuan, Qinghua; Li, Xianglin"
5046,1797,Peoples R China,Tianjin Agr Univ,,"Gao, Jianming; Gui, Zhi; Liu, Huiqin; Xin, Nan; Zhang, Xin; Chen, Xiaoqiang"
5047,1798,Russia,St Petersburg State Univ,,"Tvorogova, V. E.; Lebedeva, M. A.; Lutova, L. A."
5048,1799,Spain,Univ Publ Navarra,,"Gil-Quintana, Erena; Gonzalez, Esther M."
5049,1799,Austria,Univ Vienna,,"Lyon, David; Staudinger, Christiana; Wienkoop, Stefanie"
5050,1800,England,Harper Adams Univ,,"Sinclair, L. A.; Edwards, R.; Errington, K. A.; Holdcroft, A. M.; Wright, M."
5051,1801,Jordan,Jordan Univ Sci & Technol,,"Gharaibeh, Mamoun A."
5052,1801,Germany,Ruhr Univ Bochum,,"Marschner, Bernd; Heinze, Stefanie"
5053,1802,MN 55108 USA,ARS,,"Samac, Deborah A.; Bucciarelli, Bruna; Yang, S. Samuel; O'Rourke, Jamie A.; Vance, Carroll P."
5054,1802,MN 55108 USA,Univ Minnesota,,"Samac, Deborah A.; Miller, Susan S."
5055,1802,MN 55108 USA,Univ Minnesota,,"Shin, Sanghyun; Vance, Carroll P."
5056,1803,Saudi Arabia,King Saud Univ,,"AlSuhaibani, E.; Margaritopoulos, J. T."
5057,1803,Greece,Univ Thessaly,,"Voudouris, C. C.; Kotzamumin, A."
5058,1803,Greece,Fdn Res & Technol Hellas,,"Voudouris, C. C.; Vontas, J."
5059,1803,Saudi Arabia,King Saud Univ,,"Al-Atiyat, R."
5060,1803,Greece,Agr Univ Athens,,"Vontas, J."
5061,1804,Canada,Univ Laval,,"Alfonso-Avila, A. R.; Charbonneau, E."
5062,1804,Canada,Univ Quebec Abitibi Temiscamingue,,"Lafreniere, C."
5063,1804,Canada,Valacta,,"Berthiaume, R."
5064,1805,Italy,Res Ctr Fodder Crops & Dairy Prod,,"Annicchiarico, Paolo; Nazzicari, Nelson; Pecetti, Luciano"
5065,1805,ND 58108 USA,N Dakota State Univ,,"Li, Xuehui"
5066,1805,CA 95616 USA,Univ Calif Davis,,"Wei, Yanling; Brummer, E. Charles"
5067,1806,Spain,Univ Lleida,,"Chocarro, C.; Lloveras, J."
5068,1807,Poland,Univ Warmia & Mazury,,"Purwin, Cezary; Fijalkowska, Maja; Lipinski, Krzysztof"
5069,1807,Poland,Univ Warmia & Mazury,,"Wierzbowska, Jadwiga"
5070,1807,Kazakhstan,A Baitursynov Kostanay State Univ,,"Kobzhassarov, Tulegen Z."
5071,1807,Poland,Polish Acad Sci,,"Michalski, Jacek"
5072,1808,Australia,Murdoch Univ,,"Rawlinson, Catherine; Gummer, Joel P. A.; Trengove, Robert D."
5073,1808,Australia,Murdoch Univ,,"Rawlinson, Catherine; Gummer, Joel P. A.; Trengove, Robert D."
5074,1808,Australia,CSIRO,,"Kamphuis, Lars G.; Singh, Karam B."
5075,1808,Australia,Univ Western Australia,,"Kamphuis, Lars G.; Singh, Karam B."
5076,1809,Netherlands,Wageningen Univ,,"Huisman, Rik; Brattinga, Marijke; Bisseling, Ton; Limpens, Erik"
5077,1809,Netherlands,Wageningen Univ,,"Bouwmeester, Klaas; Govers, Francine"
5078,1809,Netherlands,Univ Utrecht,,"Bouwmeester, Klaas"
5079,1810,France,Univ Toulouse,,"Badis, Yacine; Bonhomme, Maxime; Lafitte, Claude; Dumas, Bernard; Jacquet, Christophe"
5080,1810,France,CNRS,,"Badis, Yacine; Bonhomme, Maxime; Lafitte, Claude; Dumas, Bernard; Jacquet, Christophe"
5081,1810,France,Univ Evry Val dEssonne,,"Huguet, Stephanie; Balzergue, Sandrine"
5082,1811,Spain,Univ Granada,,"Martinez, Rosario; Nebot, Elena; Maria Porres, Jesus; Kapravelou, Garyfallia; Lopez-Jurado, Maria"
5083,1811,Spain,Univ Granada,,"del Mora, Ana"
5084,1811,Spain,CSIC,,"Talbi, Chouhra; Jose Bedmar, Eulogio"
5085,1812,England,John Innes Ctr,,"Vernie, Tatiana; Kim, Jiyoung; Ding, Yiliang; Sun, Jongho; Guan, Dian; Oldroyd, Giles E. D."
5086,1812,France,CNRS,,"Frances, Lisa; Niebel, Andreas; de Carvalho-Niebel, Fernanda"
5087,1812,England,Univ Warwick,,"Gifford, Miriam L."
5088,1813,TX 79409 USA,Texas Tech Univ,,"Bamgbose, Ifeoluwa; Anderson, Todd A."
5089,1814,New Zealand,Lincoln Univ,,"Mills, A.; Lucas, R. J.; Moot, D. J."
5090,1815,Germany,Leibniz Univ Hannover,,"Hohnjec, Natalija; Czaja-Hasse, Lisa F.; Hogekamp, Claudia; Kuester, Helge"
5091,1816,Canada,Univ Saskatchewan,,"Li, Xinxin; Yu, Peiqiang"
5092,1816,Peoples R China,Northeast Agr Univ,,"Li, Xinxin; Zhang, Yonggen"
5093,1816,Canada,Agr & Agri Food Canada,,"Hannoufa, Abdelali"
5094,1816,Peoples R China,Tianjin Agr Univ,,"Yu, Peiqiang"
5095,1817,Egypt,Univ Sadat City,,"El Batanony, Nadia H."
5096,1817,Spain,CSIC,,"Castellano-Hinojosa, Antonio; Correa-Galeote, David; Bedmar, Eulogio J."
5097,1818,Brazil,Inst Agron Campinas,,"Coletta-Filho, H. D."
5098,1818,CA 94720 USA,Univ Calif Berkeley,,"Bittleston, L. S.; Almeida, R. P. P."
5099,1818,Brazil,Univ Sao Paulo,,"Lopes, J. R. S."
5100,1818,CA 92521 USA,Univ Calif Riverside,,"Daugherty, M. P."
5101,1819,Egypt,Cairo Univ,,"Seida, Ahmed; El-Hefnawy, Hala; Abou-Hussein, Dina; Mokhtar, Fatma Alzahraa"
5102,1819,Egypt,October 6 Univ,,"Seida, Ahmed"
5103,1819,Saudi Arabia,King Abdulaziz Univ,,"Abou-Hussein, Dina"
5104,1819,Egypt,Ain Shams Univ,,"Abdel-Naim, Ashraf"
5105,1819,Saudi Arabia,King Abdulaziz Univ,,"Abdel-Naim, Ashraf"
5106,1820,Germany,Equine Clin,,"Fedtke, Alexandra; Venner, Monica"
5107,1820,Germany,Equine Clin Ankum,,"Pfaff, Matthias"
5108,1820,Germany,Equine Clin Bornsen,,"Volquardsen, Jan"
5109,1820,Germany,Univ Leipzig,,"Vervuert, Ingrid"
5110,1821,New Zealand,New Zealand Inst Plant & Food Res Ltd,,"Reid, J. B."
5111,1821,New Zealand,AgResearch,,"Gray, R. A. J.; Springett, J. A."
5112,1821,New Zealand,AgResearch,,"Crush, J. R."
5113,1822,Australia,Charles Sturt Univ,,"Robertson, S. M.; Friend, M. A."
5114,1822,Australia,NSW Dept Primary Ind,,"Clayton, E. H."
5115,1822,Australia,NSW Dept Primary Ind,,"Robertson, S. M.; Clayton, E. H."
5116,1822,Australia,Charles Sturt Univ,,"Robertson, S. M.; Clayton, E. H."
5117,1823,Canada,Univ Guelph,,"Alblewi, Bander; Gharabaghi, Bahram; Mahboubi, Ali Akbar"
5118,1823,Saudi Arabia,King Saud Univ,,"Alazba, A. A."
5119,1823,Saudi Arabia,Saudi Agr Dev Co,,"Alblewi, Bander"
5120,1824,UT 84322 USA,Utah State Univ,,"Christensen, R. G.; Yang, S. Y.; Eun, J. -S.; Young, A. J.; Hall, J. O."
5121,1824,UT 84322 USA,Utah State Univ,,"MacAdam, J. W."
5122,1825,WI 54449 USA,ARS,,"Coblentz, W. K."
5123,1825,WI 54449 USA,Univ Wisconsin,,"Esser, N. M."
5124,1825,WI 53706 USA,Univ Wisconsin,,"Hoffman, P. C.; Akins, M. S."
5125,1826,Iran,Shahrekord Univ,,"Torabi, Zohreh; Rafiei, Fariba"
5126,1826,Iran,Shahrekord Univ,,"Shabani, Leila"
5127,1826,Iran,Shahrekord Univ,,"Shahraki, Abdolrazagh Danesh"
5128,1827,Peoples R China,Lanzhou Univ,,"Xiao, Yu; Zhang, Jing; Jia, Ting Ting; Pang, Xiao Pan; Guo, Zheng Gang"
5129,1828,Taiwan,Natl Chung Hsing Univ,,"Lai, Wei-An; Shen, Fo-Ting; Young, Chiu-Chung"
5130,1828,Taiwan,Natl Chung Hsing Univ,,"Hameed, Asif; Lin, Shih-Yao; Hung, Mei-Hua; Hsu, Yi-Han; Liu, You-Cheng; Shahina, Mariyan; Shen, Fo-Ting; Young, Chiu-Chung"
5131,1829,Canada,Agr & Agri Food Canada,,"Aung, Banyar; Omari, Khaled; Hannoufa, Abdelali"
5132,1829,Canada,Univ Western Ontario,,"Aung, Banyar; Amyot, Lisa; Hannoufa, Abdelali"
5133,1829,Canada,Agr & Agri Food Canada,,"Gruber, Margaret Y."
5134,1829,Canada,Agr & Agri Food Canada,,"Bertrand, Annick"
5135,1830,Portugal,Univ Porto,,"Silva, Liliana S.; Seabra, Ana R.; Leitao, Jose N.; Carvalho, Helena G."
5136,1830,Portugal,Univ Porto,,"Silva, Liliana S."
5137,1831,IL 60439 USA,NCI,,"Ruszkowski, Milosz; Dauter, Zbigniew"
5138,1831,IL 60439 USA,Argonne Natl Lab,,"Nocek, Boguslaw"
5139,1831,Italy,Univ Ferrara,,"Forlani, Giuseppe"
5140,1832,Netherlands,Wageningen Univ,,"van Zeijl, Arjan; Liu, Wei; Xiao, Ting Ting; Kohlen, Wouter; Bisseling, Ton; Geurts, Rene"
5141,1832,Peoples R China,Chinese Acad Sci,,"Liu, Wei; Yang, Wei-Cai"
5142,1833,NY 14853 USA,Cornell Univ,,"Tan, Tzer Han"
5143,1833,NY 14853 USA,Cornell Univ,,"Silverberg, Jesse L.; Henley, Christopher L.; Cohen, Itai"
5144,1833,NY 14853 USA,Cornell Univ,,"Floss, Daniela S.; Harrison, Maria J."
5145,1834,Peoples R China,China Agr Univ,,"Miao, Zhenyan; Li, Daofeng; Hu, Xiaona; Liu, Jiaxing; Zhang, Rongxue; Tong, Zongyong; Dong, Jiangli; Wang, Tao"
