,paper_id,financial_name,financial_code,type
5329,2730,Centre for Legumes in Mediterranean Agriculture,,
5330,2730,UWA Institute of Agriculture at the University of Western Australia,,
5331,2732,National Science FoundationNational Science Foundation (NSF),703285,
5332,2732,Department of Energy (DOE) Feedstock Genomics program,DE-FG02-06ER64303,
5333,2732,Forage Genetics International,,
5334,2732,Samuel Roberts Noble Foundation,,
5335,2732,DOE's Bioenergy Sciences and Great Lakes Bioenergy Research Centers,,
5336,2732,Office of Biological and Environmental Research in the DOE Office of Science,"BER DE-AC05-00OR22725, DE-FC02-07ER64494",
5337,2734,USGS John Wesley Powell Center for Analysis and Synthesis,,
5338,2735,European Union within the European Regional Developmental Fund,,
5339,2735,"Polish Ministry of Science and Higher EducationMinistry of Science and Higher Education, Poland",NN 301 003739,
5340,2735,NIHUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USA,P41 RR001081,
5341,2735,"U.S. Department of Energy, Office of Science, Office of Basic Energy SciencesUnited States Department of Energy (DOE)",W-31-109-Eng-38,
5342,2736,Ministerio de Ciencia e InnovacionInstituto de Salud Carlos IIISpanish Government,MICINN BFU2008-01405,
5343,2736,Ministerio de Economia y CompetitividadSpanish Government,BFU2011-26989,
5344,2736,Fundacion Universitaria de Navarra (PIUNA),,
5345,2736,Fundacion Caja Navarra,,
5346,2736,Asociacion de Amigos de la Universidad de Navarra,,
5347,2737,Fondos Mixtos de Fomento a la Investigacion Cientifica y Tecnologica,,
5348,2737,Consejo Nacional de Ciencia y TecnologiaConsejo Nacional de Ciencia y Tecnologia (CONACyT),,
5349,2737,"Gobierno del Estado de Hidalgo, Mexico",96887,
5350,2738,University of Isfahan,,
5351,2738,Plant Stress Center of Excellence (PSCE),,
5352,2739,"Region Nord Pas-de-Calais, France (FEDER ARCIR PLANTEQ3 program)Region Hauts-de-France",,
5353,2739,"Ministere de l'Enseignement superieur et de la Recherche, France",,
5354,2740,USDA-CSREES Pest Management Alternatives Program (PMAP),,
5355,2742,"US Department of Agriculture, Agricultural Research Service though CRIS project",3655-41000-00-06D,
5356,2743,"Belgian CUD (Commission Universitaire pour le developpement, Belgium)",,
5357,2743,RDF (European Regional Development Fund),,
5358,2743,"Consejeria de Economia, Innovacion y Ciencia (Junta de Andalucia, Spain)Junta de Andalucia",RNM4746,
5359,2743,joint Spanish-Moroccan CSIC-CNRST (Consejo Superior de Investigaciones cientificas - Centre national de la coordination de la Recherche Scientifique et Technique) project,2009MA0013,
5360,2744,Ministry of Education and Science of the Republic of Serbia,III 46012,
5361,2744,"Slovenian Ministry of Higher Education, Science and Technology",P4-0133,
5362,2745,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,30970409,
5363,2746,Chinese Scholarship CouncilChina Scholarship Council,,
5364,2746,National Science FoundationNational Science Foundation (NSF),DBI 0703285,
5365,2746,Samuel Roberts Noble Foundation,,
5366,2747,Ministry of Education of China for doctorial study,20020558040,
5367,2748,National Natural Science Foundation of China (NSFC)National Natural Science Foundation of China,"31070389, 30870405",
5368,2748,Key Laboratory of Ministry of Agriculture of the People's Republic of China,KYJD09021,
5369,2749,Center for the Analysis of Sustainable Agricultural Systems,,
5370,2749,European CommunityEuropean Community (EC),224091,
5371,2751,"University of Razi (Kermanshah, Iran)",,
5372,2752,"FR 'Agrobiosciences, Interactions Biodiversite'",,
5373,2753,"HEC (Higher Education Commission, Pakistan)Higher Education Commission of Pakistan",,
5374,2753,"Eurostars, E.U",E!4770 PEASTAR,
5375,2754,GRDC,,
5376,2755,USDA-AFRIUnited States Department of Agriculture (USDA),2009-65104-05983,
5377,2755,University of Kentucky Department of Entomology,,
5378,2756,Fundacao para a Ciencia e TecnologiaPortuguese Foundation for Science and Technology,SFRH/BDE/51385/2011,
5379,2756,POPH-QREN,,
5380,2756,European Science FoundationEuropean Science Foundation (ESF),,
5381,2756,"Ministerio da Ciencia, Tecnologia e Ensino Superior",,
5382,2756,COMPETE program,PEst-C/SAU/UI0709/2011,
5383,2757,"National Science Council, Council of Agriculture, Executive Yuan",,
5384,2757,"Ministry of Education, Taiwan, R.O.C. under the ATU planMinistry of Education, Taiwan",,
5385,2758,"National Science and Engineering Research Council of Canada (Ottawa, Canada)",,
5386,2758,"Agriculture and Agri-Food Canada (Ottawa, Canada)Agriculture & Agri Food Canada",,
5387,2758,"Dairy Farmers of Canada (Ottawa, Canada)",,
5388,2758,"Canadian Dairy Commission (Ottawa, Canada)",,
5389,2759,National Research Foundation of Korea (NRF)National Research Foundation of Korea,,
5390,2759,"Ministry of Education, Science and TechnologyMinistry of Education, Science and Technology, Republic of Korea",2006-0050138,
5391,2760,Grains Research and Development CorporationGrains R&D Corp,,
5392,2760,Commonwealth Scientific and Industrial Research Organisation (CSIRO)Commonwealth Scientific & Industrial Research Organisation (CSIRO),,
5393,2761,CORE Organic ERA-net,,
5394,2761,Agence Nationale de la Recherche (France)French National Research Agency (ANR),ANR-08-STRA-10,
5395,2761,"Region Rhone-Alpes, FranceRegion Auvergne-Rhone-Alpes",,
5396,2763,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,21075056,
5397,2765,"Ministry of Science and Higher educationMinistry of Science and Higher Education, Poland","NN310203437, NN311476339",
5398,2768,German Academic Exchange Service (DAAD)Deutscher Akademischer Austausch Dienst (DAAD),,
5399,2768,"Japan Society for the Promotion of Science (JSPS)Ministry of Education, Culture, Sports, Science and Technology, Japan (MEXT)Japan Society for the Promotion of Science",,
5400,2769,"Fraunhofer USA, Inc.",,
5401,2770,Universite catholique de Louvain,,
5402,2771,"Dutch Ministry of Ministry of Economic Affairs, Agriculture and Innovation",KB-15-006-006,
5403,2773,"Bavarian Ministry for Agriculture (Munich, Germany)",,
5404,2773,"Institute of Animal Science, University of Bonn (Bonn, Germany)",,
5405,2773,"Adisseo (Antony, France)",,
5406,2774,"United States Department of Agriculture, Agricultural Research ServiceUnited States Department of Agriculture (USDA)",,
5407,2775,Chinese Academy of SciencesChinese Academy of Sciences,KSCX2-EW-Q-23,
5408,2776,Science and Technology Program of CAAS,201104,
5409,2776,National Science and Technology Supporting Project of China,2011BAD17B01-01-3,
5410,2776,China Agriculture Research System,CARS-35-04,
5411,2777,US National Science Foundation (NSF)National Science Foundation (NSF),0701846,
5412,2777,University of Wisconsin Graduate School,,
5413,2777,Wisconsin Alumni Research Foundation,,
5414,2777,Romnes Faculty Research Fellowship program,,
5415,2778,Georgia Agricultural Experiment Stations,,
5416,2778,Samuel Roberts Noble Foundation,,
5417,2779,United States Department of Agriculture-National Research InitiativeUnited States Department of Agriculture (USDA),"2005-35301-15697, 2005-35300-15461",
5418,2780,Andalusian Research Program,AGR-139,
5419,2780,Spanish Ministry of Education and ScienceSpanish Government,AGL2006-01279,
5420,2782,North Central Region-Sustainable Agriculture Research and Education Program,,
5421,2782,Minnesota Agricultural Water Resources Center,,
5422,2782,Hueg-Harrison Fellowship,,
5423,2784,Spanish Ministry of Science and InnovationSpanish Government,,
5424,2784,Junta de Comunidades de Castilla-La ManchaJunta de Comunidades de Castilla-La Mancha,,
5425,2784,Fundacion Ramon Areces,,
5426,2784,Comunidad de MadridComunidad de MadridInstituto de Salud Carlos III,,
5427,2784,Spanish Ministry of EducationSpanish Government,,
5428,2786,Institute for the Promotion of Innovation by Science and Technology (IWT) in Flanders (Belgium)Institute for the Promotion of Innovation by Science and Technology in Flanders (IWT),,
5429,2786,Commission of the European Communities,"Brussels, Belgium",
5430,2787,"National Science and Engineering Research Council of Canada (Ottawa, ON, Canada)Natural Sciences and Engineering Research Council of Canada",,
5431,2787,"(Dairy Research Cluster) from Agriculture and Agri-Food Canada (Ottawa, ON, Canada)",,
5432,2787,"Dairy Farmers of Canada (Ottawa, ON, Canada)",,
5433,2787,"Canadian Dairy Commission (Ottawa, ON, Canada)",,
5434,2788,National Science FoundationNational Science Foundation (NSF),0820005,
5435,2789,Burgundy Regional CouncilRegion Bourgogne-Franche-Comte,FABER 2009-9201AAO036500681,
5436,2790,German Research Foundation (DFG)German Research Foundation (DFG),,
5437,2791,Libyan Government,,
5438,2792,Academia SinicaAcademia Sinica - Taiwan,,
5439,2792,Spanish Ministry of Economy and Competivity,AGL2010-16515,
5440,2792,FEDEREuropean Union (EU),,
5441,2792,Aragon GovernmentGobierno de Aragon,A03,
5442,2794,National Science FoundationNational Science Foundation (NSF),703285,
5443,2794,Forage Genetics International,,
5444,2794,Samuel Roberts Noble Foundation,,
5445,2795,CONACyT-MexicoConsejo Nacional de Ciencia y Tecnologia (CONACyT),132258,
5446,2795,DGAPA-PAPIIT-UNAMPrograma de Apoyo a Proyectos de Investigacion e Innovacion Tecnologica (PAPIIT)Universidad Nacional Autonoma de Mexico,IN 208212,
5447,2796,QUALISEM,,
5448,2796,"Region Pays de la Loire, FranceRegion Pays de la Loire",,
5449,2796,University of Angers,,
5450,2797,Natural Sciences and Engineering Research Council of Canada (NSERC)Natural Sciences and Engineering Research Council of Canada,,
5451,2797,"""Fonds quebecois de la recherche sur la nature et les technologies"" (FQRNT)FQRNT",,
5452,2798,Pastoral Genomics,"VLAC0201, VLAC0501, PSTG0901",
5453,2798,DairyNZ,,
5454,2798,Beef+Lamb New Zealand,,
5455,2798,FonterraFonterra,,
5456,2798,AgResearch,,
5457,2798,DEEResearch,,
5458,2798,"Ministry of Business, Innovation and Employment (New Zealand)New Zealand Ministry of Business, Innovation and Employment (MBIE)",,
5459,2799,European CommunityEuropean Community (EC),MRTN-CT-2006-035546,
5460,2799,French National Research Agency (ANR)French National Research Agency (ANR),ANR-10-LABX-41,
5461,2803,National Science FoundationNational Science Foundation (NSF),"EPS-0447679, IOS-0953297",
5462,2803,National Institutes of Health National Center for Research ResourcesUnited States Department of Health & Human ServicesNational Institutes of Health (NIH) - USANIH National Center for Research Resources (NCRR),2P20RR0l5566,
5463,2805,National Key Technology Research and Development Program of ChinaNational Key Technology R&D Program,"2011BAD17B03, 2009BADA6B06",
5464,2805,Forage Breeding Program of Shandong Province,2008LZ019-03,
5465,2806,"Research Institute of Forests and Rangelands (RIFR), Iran",12-09-09-7901-87001,
5466,2807,Ursinus College Department of Biology,,
5467,2807,UC Summer Fellows Program,,
5468,2809,California Air Resources Board (CARB),,
5469,2810,National Research Foundation (NRF),,
5470,2810,"Ministry of Education, Science and Technology of KoreaMinistry of Education, Science and Technology, Republic of Korea",2006-0050138,
5471,2811,Foundation of the National Basic Research Program of China,2007CB108901,
5472,2811,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,32160063,
5473,2811,Kunming University of Science and Technology,41118010,
5474,2813,Colorado Water Conservation Board,,
5475,2815,NSERCNatural Sciences and Engineering Research Council of Canada,,
5476,2815,Cellulosic Biofuel Network of the Agricultural Bioproducts Innovation Program of Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
5477,2820,"Ministry of Agriculture, Crop Germplasm Resources Protection and Utilization Project",NB2012-2130135-33,
5478,2820,Ministry of Agriculture Forage Germplasm Resources Protection Program,2012-43,
5479,2821,"MIRMED project (Genoscope, Centre National de la Recherche Scientifique)",,
5480,2821,Saclay Plant Sciences program,ANR-10-LABX-40,
5481,2821,"Marie Curie Postdoctoral Intra-European Fellowship (European Commission, MEDEPIMIR)",PIEF-GA-2010-273743,
5482,2821,Higher Education Commission (Pakistan)Higher Education Commission of Pakistan,,
5483,2822,Spanish Ministerio de Ciencia e InnovacionInstituto de Salud Carlos IIISpanish Government,BIO2009-09920,
5484,2822,European UnionEuropean Union (EU),FP7-PEOPLE-PIRSES-2009-247589,
5485,2822,Spanish Ministerio de Ciencia e InnovacionInstituto de Salud Carlos IIISpanish Government,,
5486,2823,Spanish Ministry of Science and InnovationSpanish Government,AGL2005-08020-05AGR,
5487,2825,National Science Foundation GrantNational Science Foundation (NSF),0820005,
5488,2826,Dutch Organization for Scientific Research (NWO)Netherlands Organization for Scientific Research (NWO),3184319448,
5489,2826,Fundacao para a Ciencia e a TecnologiaPortuguese Foundation for Science and Technology,PTDC/AGR-GPL/70592/2006,
5490,2827,The Max Planck SocietyMax Planck Society,,
5491,2828,China Postdoctoral Science FoundationChina Postdoctoral Science Foundation,201003593,
5492,2828,Priority Academic Program Development of Jiangsu Higher Education Institutions,200910,
5493,2828,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31200204,
5494,2829,Pharmaceutical Research and Technology Institute of Kinki University,,
5495,2829,National Scientific Major Program,2010ZX09301-012,
5496,2829,Shenyang Municipal Scientific and Technology Research Fund,"F10-149-9-04, F11-243-1-00",
5497,2830,Knowledge Innovation Project of Chinese Academy of ScienceKnowledge Innovation Program of the Chinese Academy of Sciences,KZCX2-YW-443,
5498,2831,Secretary of Science and Technology from the Universidad Nacional de Cordoba,,
5499,2832,US Department of EducationUS Department of Education,P031C110011,
5500,2832,STEM-TRAC PR,P031C110190,
5501,2833,Deutsche Forschungsgemeinschaft SPP1212German Research Foundation (DFG),"KU-1478/4-1, KU-1478/4-2, KU-1478/4-3",
5502,2833,Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG),,
5503,2833,Leibniz Universitat Hannover,,
5504,2834,FondecytComision Nacional de Investigacion Cientifica y Tecnologica (CONICYT)CONICYT FONDECYT,1070412,
5505,2835,"Junta de Castilla y Leon (Regional Government, Spain)Junta de Castilla y Leon",CSI02A09,
5506,2835,"MICINN (Central Government, Spain)",AGL2010-17380,
5507,2835,CSICConsejo Superior de Investigaciones Cientificas (CSIC),,
5508,2836,Washington Tree Fruit Research Commission,,
5509,2836,Agriculture and Agri-Food Canada's Matching Investment InitiativeAgriculture & Agri Food Canada,,
5510,2837,"RDA, Ministry of Agriculture and Forestry, Republic of Korea",PJ007538,
5511,2838,US National Science FoundationNational Science Foundation (NSF),PGRP-0820005,
5512,2838,Noble Foundation,,
5513,2840,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,30971711,
5514,2840,Fundamental Research Funds for the Central UniversitiesFundamental Research Funds for the Central Universities,KYZ200905,
5515,2841,"DairyNZ Inc. (Hamilton, New Zealand)",,
5516,2841,"Livestock Improvement Corporation (Hamilton, New Zealand)",,
5517,2841,"New Zealand Trade and Enterprise (Wellington, New Zealand)",,
5518,2841,"Ministry of Business, Innovation and Employment (Wellington, New Zealand)New Zealand Ministry of Business, Innovation and Employment (MBIE)",DRCX0702,
5519,2842,Agricultural Research and Education Organization of Iran (AREO),,
5520,2843,Eurostar (E.U.),E4770: PEASTAR,
5521,2844,French Government,,
5522,2845,Agriculture Crop Industry Development Fund of Alberta,,
5523,2846,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,20607019,
5524,2846,Foundation of Zhejiang Educational Committee,"20061358, 20070054",
5525,2847,"SKA Institution for Research, Education and Development",,
5526,2851,Region Midi-PyreneesRegion OccitanieRegion Provence-Alpes-Cote d'Azur,,
5527,2851,CNRSCentre National de la Recherche Scientifique (CNRS),INEE 36,
5528,2851,Universite Paul Sabatier,,
5529,2851,Ministere de l'Enseignement Superieur et de la Recherche,,
5530,2851,French Agence Nationale de la RechercheFrench National Research Agency (ANR),ANR-08-BLAN-0208-01,
5531,2852,"Ministry of Education, Culture, Sports, Science, Technology of JapanMinistry of Education, Culture, Sports, Science and Technology, Japan (MEXT)","21780100, 23108513",
5532,2852,Bio-oriented Technology Research Advancement Institution,,
5533,2852,Kato Memorial Bioscience Foundation,,
5534,2852,Nippon FoundationNippon Foundation,,
5535,2853,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),"CA403A13B, BB/J004553/1",
5536,2853,Samuel Roberts Noble Foundation,,
5537,2853,National Science FoundationNational Science Foundation (NSF),,
5538,2853,European FoundationEuropean Science Foundation (ESF),255467,
5539,2853,John Innes Foundation,,
5540,2853,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),"BB/G023832/1, BBS/E/J/000C0652",
5541,2856,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,21077055,
5542,2856,"National Basic Research Program of China, 863 Project of ChinaNational Basic Research Program of ChinaNational High Technology Research and Development Program of China",2009AA063103,
5543,2857,Deutsche ForschungsgemeinschaftGerman Research Foundation (DFG),,
5544,2857,Open Access Publishing Fund of Leibniz University Hannover,,
5545,2858,Estonian Science Foundation,ETF 7513,
5546,2858,"Estonian Ministry of Education and ScienceMinistry of Education and Research, Estonia",SF 0170052s08,
5547,2859,State Key Lab of Vegetation and Environmental Change,,
5548,2860,Natural Science Foundation of ChinaNational Natural Science Foundation of China,31000293,
5549,2860,"Natural Science Foundation Project of CQ, CSTCNatural Science Foundation Project of CQ CSTC",cstc2012jjA00006,
5550,2861,FDA Commissioner's Fellowship Program,,
5551,2864,CRA-Consiglio per la Ricerca e la Sperimentazione,,
5552,2864,University of Pavia,,
5553,2866,Forage Genetics International,58-5428-8-418,
5554,2867,Russian Foundation for Basic ResearchRussian Foundation for Basic Research (RFBR),12-04-00409a,
5555,2867,Scientific School,3440.2010.4,
5556,2867,"Ministry of Education and Science of the Russian FederationMinistry of Education and Science, Russian Federation","16.552.11.7047, 8056",
5557,2868,Research Committee of the Alexandrion Technological Educational Institute of Thessaloniki,,
5558,2869,CP2D program (Chimie et Procedes pour le developpement durable: Chemistry and Processes for Sustainable Development),ANR 07 CP2D 16-03,
5559,2870,Estonian Science Foundation,ETF 7513,
5560,2870,"Estonian Ministry of Education and ScienceMinistry of Education and Research, Estonia",SF 0170052s08,
5561,2872,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"30800800, 31272486",
5562,2873,National Science FoundationNational Science Foundation (NSF),OB-0516811,
5563,2873,"University of Minnesota, College of Biological Sciences",,
5564,2874,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,21003081,
5565,2874,Liaoning Education Department,"2010010, 2006032",
5566,2875,INRA,089201PPO24S00901,
5567,2875,Regional Council of Burgundy (France)Region Bourgogne-Franche-Comte,,
5568,2875,Regional Council of BurgundyRegion Bourgogne-Franche-Comte,"AIB 29000427, 29000594",
5569,2876,Tunisian Ministry of Higher Education and Scientific Research,,
5570,2877,Iranian council of centre of excellence and comprehensive programme of Lime Witches' Broom Management,,
5571,2877,Italian Regional Grant (Piemonte Region),,
5572,2879,China National '973' Basic Research ProgramNational Basic Research Program of China,2012CB114104,
5573,2879,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,"31071694, 31171858",
5574,2879,"Royal Society, UKRoyal Society of London","31111130203, JP100849",
5575,2879,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BBS/E/C/00005194,
5576,2880,Ministry of Education and Science of Spain,,
5577,2880,European UnionEuropean Union (EU),"INIA-RTA 2008-0098, INIA-RTA 2009-0091-C02-01, RZ2010-0002",
5578,2881,National Key Technology R&D Program of People's Republic of ChinaNational Key Technology R&D Program,2011BAD17B01,
5579,2881,Fundamental Scientific Research Fund from Chinese Academy of Agricultural Sciences of People's Republic of China,2011cj-15,
5580,2882,Converging Technologies project by Regione Piemonte,,
5581,2882,"Italian National project PRINMinistry of Education, Universities and Research (MIUR)",,
5582,2882,University of Turin,,
5583,2882,French National Research AgencyFrench National Research Agency (ANR),ANR-08-BLAN-0029-01,
5584,2882,French National Centre Scientific Research,PICS 4267,
5585,2882,French Ministry of Research and Higher Education,,
5586,2883,Region Midi-PyreneesRegion OccitanieRegion Provence-Alpes-Cote d'Azur,,
5587,2883,CNRSCentre National de la Recherche Scientifique (CNRS),INEE 36,
5588,2883,French Agence Nationale de la RechercheFrench National Research Agency (ANR),ANR-08-BLAN-0208-01,
5589,2884,Agence Nationale de la RechercheFrench National Research Agency (ANR),BLAN07-2_182872,
5590,2884,Ministere de l'Enseignement Superieur et de la Recherche,,
5591,2885,Rural Industries Research and Development Corporation of Australia (RIRDC project),PRJ-003521,
5592,2888,National Science FoundationNational Science Foundation (NSF),"IOB-0516811, IOB-0419648",
5593,2888,"University of Minnesota, College of Biological Sciences",,
5594,2888,Royal SocietyRoyal Society of London,,
5595,2888,"Division of Chemical Sciences, Geosciences, and Biosciences, Office of Basic Energy Sciences of the U.S. Department of EnergyUnited States Department of Energy (DOE)",DE-FG02-05ER15670,
5596,2888,Biotechnology and Biological Sciences Research CouncilBiotechnology and Biological Sciences Research Council (BBSRC),BBS/E/H/00JG0371,
5597,2889,French National Agency (ANR)French National Research Agency (ANR),ANR-07-CP2D-16-02,
5598,2890,"Animal Health and Disease Project Formula Funds, Oregon State University, Corvallis, Oregon, United States of America",97331-4802,
5599,2891,Atlantic Canada Opportunities Agency,,
5600,2891,Acadian Seaplants Limited,,
5601,2891,Natural Science and Engineering Research Council of CanadaNatural Sciences and Engineering Research Council of Canada,,
5602,2892,Fundacao para a Ciencia e a Tecnologia (FCT)Portuguese Foundation for Science and Technology,"SFRH/BPD/76836/2011, PEst-OE/AGR/UI0276/2011, PEst-C/EQB/LA0006/2011",
5603,2895,Cyprus University of Technology Internal Grant,EX032,
5604,2895,COST ActionEuropean Cooperation in Science and Technology (COST),FA0605,
5605,2897,University of Manitoba,,
5606,2897,Natural Sciences and Engineering Research Council of Canada (IPS scholarship),,
5607,2897,BlackEarth Humates Ltd,,
5608,2897,"Manitoba Innovation, Energy and Mines",,
5609,2898,"Higher Education Commission, Government of PakistanHigher Education Commission of Pakistan",,
5610,2902,Spanish granting agency DGICYT,BIO2011-25018,
5611,2902,Generalitat ValencianaGeneralitat Valenciana,PROMETEO 2011-003,
5612,2903,Research Council of Lithuania,LEK-07/2012,
5613,2905,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,31270558,
5614,2905,Special Fund for Agroscientific Research in the Public Interest,201203041,
5615,2905,Fundamental Research Funds for the Central Universities of Lanzhou University,lzujbky-2010-1,
5616,2907,EU through the European Regional Development Fund (Center of Excellence ENVIRON),,
5617,2907,Estonian Science Foundation,9415,
5618,2908,NSERCNatural Sciences and Engineering Research Council of Canada,,
5619,2908,Agriculture and Agri-Food CanadaAgriculture & Agri Food Canada,,
5620,2909,Centre National de La Recherche Scientifique (CNRS)Centre National de la Recherche Scientifique (CNRS),,
5621,2909,Agence Nationale de la Recherche (ANR) Blanc InternationalFrench National Research Agency (ANR),SVSE 6.2010.1 (LEGUMICS),
5622,2909,"French Ministry of ResearchMinistry of Research, France",,
5623,2909,National Science FoundationNational Science Foundation (NSF),DBI-0703285,
5624,2909,Samuel Roberts Noble Foundation,,
5625,2910,Agency for Innovation by Science and Technology in Flanders (IWT-Vlaanderen)Institute for the Promotion of Innovation by Science and Technology in Flanders (IWT),,
5626,2910,Research Foundation Flanders (FWO)FWO,,
5627,2911,"Romanian National Authority for Scientific Research, CNCS - UE-FISCDI",PN-II-RU-TE-2011-3-0096,
5628,2912,Consejeria de Educacion de la Comunidad de Madrid,"07M/0077/1998, 07M/0023/2000",
5629,2912,INIAInstituto de Investigacion Agropecuaria (INIA),RTA01-078-C2-2,
5630,2913,National Science and Technology Supporting Project of China,2011BAD17B01-01-3,
5631,2914,Program for New Century Excellent Talents in UniversityProgram for New Century Excellent Talents in University (NCET),NCET-08-0693,
5632,2914,Special Program for Research of Transgenic Plants,2011ZX08010-002,
5633,2914,National Natural Science Foundation of ChinaNational Natural Science Foundation of China,30971804,
5634,2914,"Science and Technology Development Project of Jilin Province and Changchun City, China","20080252, 2009024",
5635,2916,"Fundacao para a Ciencia e Tecnologia (Lisbon, Portugal)Portuguese Foundation for Science and Technology","BD/5225/2001, BPD/74784/2010, BPD/21968/2005",
5636,2916,,POCTI/BIO/56659/2004,
5637,2918,ILSA S.p.A.,,
5638,2919,National Research Initiative Competitive Grant from the USDA National Institute of Food and Agriculture,2007-35100-18276,
5639,2919,Oklahoma Agricultural Experiment Station,,
5640,2921,National Institute of Agricultural Technology,AERG 233231,
5641,2922,SPE INRA,,
5642,2923,FDAUnited States Department of Health & Human Services,5U01FD003801,
5643,2923,Institute for Food Safety and Health,5U01FD003801,
5644,2924,National Basic Research Program of China (973 Program)National Basic Research Program of China,2010CB126504,
5645,2924,SIP,,
5646,2925,China Scholarship CouncilChina Scholarship Council,,
5647,2926,Asociacion de Amigos de la Universidad de Navarra,,
5648,2928,European research projects PERMED and OPTIMA,,
5649,2928,Spanish Ministry of Science and Technology PALEOISOCROP,CGL2009-13079-C02,
5650,2928,Spanish Ministry of Economy and Competitiveness,,
5651,2929,National Science Centre,"2011/03/B/NZ1/02840, N301392139",
5652,2932,USDAUnited States Department of Agriculture (USDA),"2009-34250-20223, 2010-34250-21236",
5653,2932,"NMSU College of Agriculture, Consumer and Environmental Sciences Experiment Research Station",,
5654,2932,NM Agricultural Experiment Station,,
5655,2933,"Isfahan University of Technology (IUT), Isfahan, Iran",,
5656,2934,Spanish Ministry of Science and InnovationSpanish Government,"BIO2006-09374, BIO2009-08134",
5657,2935,State Key Laboratory of Vegetation and Environmental Change,80006F2018,
5658,2936,"Italian Ministry of HealthMinistry of Health, Italy",,
5659,2937,agricultural research funds,,
5660,2938,Ministry of Building Innovation and Employment through the Bio-Protection Research Centre,"LINX0304, 25949",
5661,2938,"Linnaeus University, Kalmar, Sweden",,
5662,2939,Natural Science Foundation of ChinaNational Natural Science Foundation of China,30830081,
5663,2939,National Basic Research Program of ChinaNational Basic Research Program of China,2007CB108905,
5664,2940,Region Poitou-CharentesRegion Nouvelle-Aquitaine,,
5665,2942,"Tunisian Ministry of Higher Education, Scientific Research and Technology",LR10CBBC02,
5666,2942,"Fundacion Seneca (Comunidad Autonoma de Murcia, Spain)Fundacion Seneca",08712/PI/08,
5667,2943,"'Maelkeafgiftsfonden', The Faculty of Agricultural Science at Aarhus University and Research School for Animal Production and Health (RAPH) at the University of Copenhagen, Denmark",,
5668,2945,"Industry System of Modern Agriculture Construction Funds, China",CARS-35,
5669,2946,German Research Foundation (DFG)German Research Foundation (DFG),,
5670,2947,National Science Foundation of ChinaNational Natural Science Foundation of China,30901050,
5671,2947,National Key Technology R&D Program of ChinaNational Key Technology R&D Program,2011BAD17B05,
5672,2948,"Instituto Nacional de Tecnologia Agropecuaria (INTA, Argentina)",,
5673,2950,Australian Research Council Mechanism BAustralian Research Council,,
5674,2950,Education Infrastructure Fund,,
5675,2950,Charles Sturt University,,
5676,2952,NSFNational Science Foundation (NSF),"DBI-0701748, IOS-0821954, IOS-1104334",
5677,2952,Intercollege Graduate Program in Plant Biology and Department of Biology of Penn State University,,
5678,2953,"New Zealand Foundation for Research Science and TechnologyNew Zealand Foundation for Research, Science and Technology","C10X0816 MeriNET, C10X0704",
5679,2953,New Zealand Marsden FundRoyal Society of New ZealandMarsden Fund (NZ),10-UOA-200,
5680,2959,"US Department of Energy's Office of Science, Biological and Environmental Research ProgramUnited States Department of Energy (DOE)",,
5681,2959,"University of California, Lawrence Berkeley National LaboratoryUniversity of California System",DE-AC02-05CH11231,
5682,2959,Lawrence Livermore National LaboratoryUnited States Department of Energy (DOE),DE-AC52-07NA27344,
5683,2959,Los Alamos National LaboratoryUnited States Department of Energy (DOE)Los Alamos National Laboratory,DE-AC02-06NA25396,
5684,2959,Murdoch University Strategic Research Fund through the Crop and Plant Research Institute (CaPRI),,
5685,2959,Centre for Rhizobium Studies (CRS) at Murdoch University,,
5686,2959,School of Veterinary and Life Sciences at Murdoch University,,
5687,2960,"US Department of Energy's Office of Science, Biological and Environmental Research ProgramUnited States Department of Energy (DOE)",,
5688,2960,"University of California, Lawrence Berkeley National LaboratoryUniversity of California System",DE-AC02-05CH11231,
5689,2960,Lawrence Livermore National LaboratoryUnited States Department of Energy (DOE),DEAC52- 07NA27344,
5690,2960,Los Alamos National LaboratoryUnited States Department of Energy (DOE)Los Alamos National Laboratory,DE-AC02-06NA25396,
5691,2960,Murdoch University Strategic Research Fund through the Crop and Plant Research Institute (CaPRI),,
5692,2960,Centre for Rhizobium Studies (CRS) at Murdoch University,,
