keyword,freq
ARTIFICIAL FORISOMES,0
ARTIFICIAL CHROMOSOME LIBRARY,0
ARTHROPOD PREDATORS,0
ARTHROPOD PESTS,0
ARTHROPOD FAUNA,0
red grape extract,0
ARIETINUM L. NODULES,0
ARGININE DECARBOXYLASE PATHWAY,0
ARABIDOPSIS SHOOT MERISTEM,0
residual toxicity,0
resampling validation,0
rescue grass,0
residual analysis,0
residual effects,0
ARABIDOPSIS-YUCCA6,0
residual nitrate in subsoil,0
residual period,0
ARABIDOPSIS-THALIANA PLANTS,0
ARABINOSYLTRANSFERASES,0
ARABIDOPSIS-HALLERI,0
ARABIDOPSIS WRKY18,0
resistance gene interaction,0
resistance ratings,0
resistance to diseases,0
ARABIDOPSIS THALIANA HOMEOBOX 2 (ATHB2),0
resistant alfalfa varieties,0
ARABINAN,0
ARABLE CROPS,0
ARGININE DECARBOXYLASE ACTIVITY,0
rendement en foin,0
relative crowding coefficient,0
ARGENTIFOLII,0
ARF19,0
relaxation frequency,0
relay-intercropping,0
ARCHITECTURAL ANALYSIS,0
ARBUSCULE-CONTAINING CELLS,0
rep-PCR,0
ARACHIS-DURANENSIS,0
repellent chemicals,0
repens,0
repens L,0
ARBUSCULAR MYCORRHIZAL MAIZE,0
repositioning,0
ARBITRARY PRIMERS,0
ARACHIS-HYPOGAEA L.,0
root organ formation,0
AP3-like genes,0
root reserves,0
ANIMAL SALIVA,0
ANNUAL CLOVERS,0
ANISEED,0
ANION EXUDATION,0
ANION CHANNELS,0
seed maturation and desiccation,0
ANIMALS,0
ANIMAL URINE,0
ANIMAL PREFERENCE,0
sediment stabilization,0
ANIMAL FOOD,0
ANHYDROUS AMMONIA,0
seed storage seed development,0
seed traits,0
seed transmission,0
ANGUSTIFOLIA3 (AN3),0
seeding date,0
ANNUAL HERB,0
ANNUAL LEGUMES,0
seeding rate,0
ANTENNAL-SPECIFIC PROTEIN,0
scaffold proteins,0
scientific presentations,0
ANTHER DEHISCENCE,0
ANTHER CULTURES,0
ANTHELMINTIC RESISTANCE,0
screening and selection,0
scurf pea,0
ANOXIA,0
secundary metabolite,0
ANOSIM,0
ANOPHELES-GAMBIAE,0
second-generation bioethanol,0
ANNUAL WINTER,0
ANNUAL PASTURE SYSTEMS,0
secondary salinity,0
ANNUAL PASTURE LEGUMES,0
seeding dose,0
seeding time,0
ANTHERAEA,0
senescing lower leaves,0
semi-arid Loess Plateau,0
semi-arid area,0
semi-hybrid,0
ANAPHASE-PROMOTING COMPLEX/CYCLOSOME,0
ANAPHASE-PROMOTING COMPLEX,0
semiarid conditions,0
ANALYSIS REVEALS,0
ANALOG GR24,0
self-thinning,0
sensitivity index (SI),0
ANAEROBIC METABOLISM,0
sensory characteristics,0
ANAEROBIC CO-DIGESTION,0
sequencing accuracy,0
sequencing sensitivity,0
serine metabolism,0
ANAPHES-IOLE HYMENOPTERA,0
self-sufficiency,0
seeding with cover crop,0
selection scan,0
ANGIOSPERM STRIGA-HERMONTHICA,0
seedling growth,0
seedling vigour,0
segetal plant communities,0
ANETHUM-GRAVEOLENS,0
selection mosaic,0
selection pressures on NCRs,0
selection under grazing,0
self-organizing map,0
selection-by-environment interactions,0
selective estrogen receptor modulator,0
selective legacy,0
ANCHORED PROTEIN,0
ANATOMICAL CHARACTERISTICS,0
selenium biofortified alfalfa hay,0
selenium-enriched alfalfa hay,0
saturated fatty acids,0
ANTHERAEA-POLYPHEMUS,0
root resistance,0
rumen function,0
row spacing,0
ANTIVIRAL DEFENSE,0
rumen bacteria,0
rumen challenge,0
rumen development,0
rumen ecology,0
rumen fermentation characteristics,0
rumen health,0
row crops,0
rumen microbial flora,0
rumen stability,0
rumen undegradable protein,0
rumen-protected amino acid,0
rumen-protected methionine,0
ruminal bacterial populations,0
ANTISENSE RNA,0
row distance,0
roughage intake,0
ANTISENSE REPRESSION,0
root-knot nematode (RKN),0
AP2/ERF transcription factors,0
root rot fungal complex,0
root stem cell niche formation,0
root symbioses,0
AP2/EREBP GENE PUCHI,0
root waving,0
root-knot nematode,0
root-nodule bacteria,0
AP LYASE,0
root-shoot biomass allometry,0
root-shoot communication,0
root-zone temperature,0
root:shoot ratio,0
rose clover,0
AP2 TRANSCRIPTIONAL ACTIVATORS,0
AP-MALDI,0
ruminal fermentation and degradation,0
ANTIRRHINUM-MAJUS L.,0
ANTHOCYANIC VACUOLAR INCLUSIONS,0
saltcedar,0
salinisation of land,0
ANTIMICROBIAL EFFICACY,0
salinity and dryland farming,0
ANTIFREEZE PROTEINS,0
salt acclimatization,0
salt screening,0
salt stress triadimefon,0
saltland pastures,0
saline-alkaline stress,0
sample preparation,0
ANTIBIOTICS,0
ANTIBIOTIC-PRODUCING BACTERIA,0
sap feeders,0
sap-sucking insect,0
ANTHOCYANIDIN REDUCTASE GENE,0
saponin pathway,0
saline-alkaline-tolerance coefficient,0
saline-alkali tolerance,0
ruminal microbes,0
runoff quality,0
ANTIRADICAL ACTIVITY,0
ruminal protein-to-energy ratio and synchronization,0
ruminally protected lysine,0
ANTIPORTERS,0
ANTIPORTER GENE ATNHX1,0
runoff and sedimentation,0
runoff monitoring,0
ANTIPARALLEL MICROTUBULES,0
saline-alkali stress,0
ryegrass lolium-perenne,0
ANTIOXIDANT COMPOUNDS,0
sainfoin-lucerne mixtures,0
ANTIMYCOTIC AGENT G2,0
ANTIMONY,0
saline media,0
ANTIMICROBIALS,0
real-time quantitative PCR,0
real-time polymerase chain reaction (PCR),0
real-time pcr,0
plant-soil interactions,0
plant-derived smoke,0
plant-herbivore interactions,0
plant-insect interaction,0
plant-microbe interaction,0
plant-parasitic nematode,0
plant-pathogen interactions,0
plant-pollinator interactions,0
plant-tissue,0
plant-assisted bioremediation,0
Ag nanoparticles,0
plantago-lanceolata l,0
plantain-Plantago lanceolata,0
planted alfalfa grass,0
planted caragana shrub,0
planted pine forest,0
plantibodies,0
plant-bound condensed tannin,0
plant-age,0
Aflatoxins B1,0
plant recruitment,0
Agricultural policy,0
Agricultural machinery,0
plant organ size,0
Agricultural biotechnology,0
plant pathology,0
plant phosphorus uptake,0
plant population and community dynamics,0
Aged horsem,0
plant wounding,0
plant reproduction investment,0
plant secondary metabolites,0
plant self-thinning,0
plant symbiosis,0
plant symbiotic nodule-specific cysteine-rich peptides,0
Aged contaminated soil,0
plant wound response,0
plasma biochemical parameters,0
plasma-membrane aquaporin,0
Agricultural runoff,0
polyethylene layers,0
Acylated flavonoid glycosides,0
Acyl-Activation Enzyme,0
Acute bee paralysis virus (ABPV),0
polychlorinated biphenyl,0
polycyclic aromatic hydrocarbons (PAH),0
Activated biochar,0
Activate transcriptional factor,0
Action research,0
Acyrthosiphon pisum (Harris),0
polymerase chain-reaction,0
Actinorhiza symbiosis,0
Acmispon wrangelianus,0
Acidity and liming,0
polyphenols,0
Acid-mine drainage,0
polysomic polyploids,0
polyamidoamine dendrimers,0
Acyrthosiphon pisum (pea aphid),0
Aeroponic cultivation,0
pod mottle virus,0
plastid pigments,0
plastome evolution,0
plate count method,0
plate heat exchangers,0
Aerial prospection and survey,0
platform chemicals,0
pluripotency,0
Adsorption mechanism,0
Adelphocoris fasciaticollis,0
AdoMet,0
Adelphocoris suturalis,0
pollen grain area,0
pollen transfer,0
pollen tubes,0
Adelphocoris lineolatus (Goeze),0
pollen-mediated gene flow,0
plant microrna,0
plant interactions,0
population ecology,0
phyto-oestrogen,0
Alfalfa genotypes,0
physiological parameters,0
physiological plant parameters,0
physiological shifts,0
Alfalfa fodder yield,0
Alfalfa flowers,0
phytase encoding gene,0
phytobiotic in animal production,0
physiological and biochemical indicators,0
phytobiotics,0
phytochemical effects,0
Alfalfa dwarf,0
phytohormone signal transduction,0
phytoplasma diseases,0
phytoplasma purification,0
phytosterols,0
physiological changes,0
physical properties,0
Alfalfa and wheat cropping,0
Alfalfa mosaic virus (AMV),0
phosphorus deficiency,0
phosphorus nutrition,0
phosphorus transporter,0
Alfalfa polysaccharides,0
Alfalfa pollinating bees,0
photosynthesis light curves,0
Alfalfa pests,0
photosynthetic photon flux density,0
physical parameters of egg quality,0
photosynthetic pigments,0
Alfalfa leaf-derived carbon,0
phylogenetic networks,0
phylogenomics,0
Alfalfa half-sib families,0
phylonet,0
physical modelling,0
phytotherapeutics,0
pierces disease,0
plant growth-promoting rhizobacteria (PGPR),0
Agrobacterium-mediated plant transformation,0
plant defence signalling,0
Air deposition,0
Agronomic parameters,0
Agroecological service crops,0
Agrobacterium-mediated transformation,0
plant embryogenesis,0
plant essential mineral elements,0
plant feed biotechnology,0
Alces alces,0
Agrobacterium tumefaciens-mediated transformation,0
Agrobacterium tumefaciens,0
plant growth promoting rhizobacterium,0
Agrobacterium rhizogenes,0
Agro-industrial by-products,0
plant growth-promoting bacteria,0
plant growth-promoting rhizobacteria,0
plant community composition,0
plant biotic stress,0
pigeon pea leaves,0
Alfalfa (Medicago sativa L.) yield,0
piglets,0
Alfalfa and broccoli sprout seed,0
pistachio by-products,0
pistachio by-products extract,0
pisum-sativum l,0
pitfall traps,0
Alfalfa (Medicago scutellata),0
plant Golgi stack,0
plant biomechanics,0
Alfalfa (Medicago sativa L.) roots,0
plant annexins,0
plant antifungal responses,0
Alfalfa (Medicago sativa L.),0
Alfalfa (Medicaco sativa L.),0
plant back,0
plant biodiversity centers,0
poplar (Populus sp,0
population genetics,0
real-time PCR,0
purple pigeon grass,0
ATLANTIC SALMON,0
ATKC1,0
psbA-trnH,0
ATHB12,0
ATG8,0
ATEDT1/HDG11,0
purple clover,0
pyrethroids,0
ATMOSPHERIC NITROGEN DEPOSITION,0
pyridoxal 5 '-phosphate,0
qRT-PCR,0
ASTRAGALUS POLYSACCHARIDES,0
ASTERIS,0
quality characters,0
ASTAXANTHIN DEPOSITION,0
quality properties,0
ATMOSPHERIC CARBON-DIOXIDE,0
"proteomics, salt stress",0
quantitative genetics,0
protein quantity loci (PQL),0
protein functionality,0
protein immunomarking,0
ATR-FT/IR,0
ATR infrared spectra,0
protein marking,0
protein molecular structures,0
ATP/ADP ISOPENTENYLTRANSFERASES,0
ATP-BINDING CASSETTE,0
ATMOSPHERIC OXYGEN,0
ATP UTILIZATION,0
protein xanthophyll concentrate (PX),0
protein-DNA interaction,0
protein-protein interaction,0
protein-xanthophyll,0
ATMOSPHERIC-PRESSURE MALDI,0
ATMOSPHERIC PCO(2),0
ASSOCIATIONAL SUSCEPTIBILITY,0
quantitative proteomics,0
ATR-FTIR spectroscopy,0
ASCOSPORES,0
rain simulation,0
rainfed cropping,0
rainfed cropping systems,0
ranching,0
rangeland invasion,0
rangeland plants,0
ASEXUAL REPRODUCTION,0
ASCORBATE-PEROXIDASE-2 EXPRESSION,0
ASIAN TIGER MOSQUITO,0
ASCORBATE-GLUTATHIONE CYCLE,0
ratio imaging,0
rational fertilisation,0
ratite,0
re-cultivation,0
reactive oxygen species (ROS),0
real time RT-PCR,0
raffinose family oligosaccharides,0
ASK1,0
ASSISTED-LASER-DESORPTION/IONIZATION,0
ASSESSMENT METHODOLOGY,0
ASSISTED SELECTION,0
ASSISTED PHYTOEXTRACTION,0
quantitative trait locus (QTL),0
ASSISTED NATURAL REMEDIATION,0
quantum efficiency of photosynthesis,0
ASSIGNMENT METHODS,0
quarter-technical plant,0
queretaroic acid,0
ASPARAGINE SYNTHETASE GENES,0
ASSESSMENT LCA,0
rRNAgene,0
ASPERGILLUS-NIGER,0
ASPERGILLUS-NIDULANS,0
rac/rop gtpases,0
ASPARTATE TRANSCARBAMOYLASE,0
radiation interception,0
ATR-FTIR,0
ATR-FTR,0
population genomics,0
precision crop protection,0
pre-inoculated seeds,0
pre-inoculation,0
pre-weaning,0
AVOIDANCE-RESPONSE,0
preceding crop,0
AVIAN PREDATORS,0
precise irrigation,0
AVERSIONS,0
pre-fermented juice,0
predator gut analysis,0
predator-predator interaction,0
predator-prey cycles,0
predator-prey interaction,0
AVENACINS,0
preference testing,0
preference-performance relationship,0
pre-germinative metabolism,0
pre-dormancy,0
AUXIN TRANSPORT REGULATION,0
post-translational regulation,0
population modelling,0
Abscisic acid (ABA),0
Abiotic stresses,0
Abiotic constraints,0
post emergence longevity,0
post-transcriptional gene regulation,0
post-translational modification,0
post-treatment,0
potential nutritive value,0
post-treatment of plant residue,0
AZADIRACHTIN,0
AZADIRACHTA-INDICA,0
AXILLARY MERISTEM FORMATION,0
potato leaf roll virus (PLRV),0
AXILLARY BUDS,0
AW box,0
pregnant beef cows,0
preservation characteristics,0
protein content of crop.,0
AUBERGINE,0
AUSTRALIAN LUCERNES,0
AUSTRALIAN GRAZING ENTERPRISES,0
AUREUSIDIN SYNTHASE,0
proline-rich protein,0
AURATUS BLOCH,0
AUDITORY SYSTEMS,0
prosapogenins,0
AU-RICH ELEMENTS,0
AUT gel,0
ATX1,0
ATSERPIN1,0
protein aggregation,0
protein and carbohydrate sub-fractions,0
ATRIPLEX GMELINI,0
protein compounds,0
ATRAZINE ABSORPTION,0
progressive osmotic stress,0
AUTOAGGREGATION,0
pressurized liquid extraction,0
principal tree,0
prickly pear,0
primary axis elongation,0
primary shoot axis elongation,0
AUXIN HERBICIDES,0
primiparous dairy cows,0
AUXIN CONJUGATION,0
principal components,0
proanthocyanidin and anthocyanins,0
progesterone reductase,0
AUX/IAA PROTEINS,0
AUX/IAA,0
AUTOXIDIZED FATS,0
AUTOXIDATION,0
productivity characteristics,0
AUTOTETRAPLOID LUCERNE,0
AUTOMORPHOGENESIS,0
ANAEROBIC ACCUMULATION,0
serum antioxidant enzyme,0
serum biochemical indexes,0
ABORTED-MICROSPORES AMS,0
ABSCISIC-ACID RESPONSES,0
ABSCISIC-ACID LEVELS,0
ABSCISIC-ACID BIOSYNTHESIS,0
ABSCISIC ACID-DEFICIENT,0
transcriptome plasticity,0
ABPP,0
transfer-rna,0
ABOMASAL INFUSIONS,0
ABSCISIC-ACID TRANSPORT,0
ABNORMALITIES,0
transgenesis,0
ABIOTIC SURFACES,0
transgenic Arabidopsis plants,0
ABIOTIC ELICITORS,0
transgenic alfalfa and clover,0
transgenic crops,0
transcription factor (TF),0
ABUTILON-THEOPHRASTI,0
ABI1,0
ACC-oxidase,0
ACCELERATED AGING TESTS,0
tonoplast NHXs,0
top-down control,0
top1 gene,0
ACCELERATE REMOVAL,0
ACCASE,0
total faeces collection,0
ACC oxidase gene,0
transcript alteration,0
total-in vs. total-out,0
toxicological effect,0
tractor wheeling,0
trade-off,0
ACACIA-SALIGNA,0
trait confinement,0
trans-acting siRNAs,0
transgenic lines,0
transition metal nutrition,0
ACCUMULATING CELLS,0
trnS-trn2GS,0
tripartite symbiosis,0
7-DEOXYLOGANETIC ACID,0
"6,7-Dimethyl-8-ribityllumazine synthase",0
triterpenes aglycones,0
tritrophic interaction,0
trnK/matK,0
trnL-trnF,0
tropical dairy,0
trigonella foenum-graecum,0
tropical forage legumes,0
5-HYDROXY-4-METHYL-3-HEPTANONE,0
5'-TYROSYL DNA PHOSPHODIESTERASE,0
5'-DIPHOSPHATE L-GALACTOSE,0
turf grasses,0
5'-ADENYLYLSULFATE REDUCTASE,0
two-dimensional electrophoresis,0
tripartite interactions,0
9-CIS-EPOXYCAROTENOID DIOXYGENASE,0
ABCG transporters,0
transposon insertion mutagenesis,0
transmission electron microscope,0
ABANDONED FIELDS,0
transmission electron microscopy (TEM),0
ABANDONED CROPLANDS,0
transpiration control,0
A20/AN1 zinc-finger domain,0
A20/AN1 ZINC-FINGER,0
A. SCHREIB,0
A FLUORESCENCE INDUCTION,0
trap-nest,0
tree and forage grass,0
tree regression,0
A O-METHYLTRANSFERASE,0
trehalose 6-phosphate,0
tri-trophic interaction,0
tri-trophic level,0
ACCELERATIONS,0
tolerance to acid soil,0
two-photon excitation microscopy (TPEM),0
ACP THIOESTERASE,0
systeme d'irrigation au goutte a goutte enterre,0
systems biology,0
t-dna,0
tRNA degradation,0
ta-siRNA,0
ACQUIRED-RESISTANCE,0
tall verbine,0
ACO activity in vivo,0
synthetic variety improvement,0
ACINETOBACTER SP ADP1,0
tannin-containing legumes,0
tannin-like deposits,0
tap-root,0
ACIDIC PHYTOHORMONES,0
target-site resistance mechanism,0
targeted grazing,0
ACREMONIUM-COENOPHIALUM,0
ACREMONIUM-TERRICOLA CULTURE,0
technical advance,0
synaptotagmin1,0
symbiotic host peptides,0
ACTIVE SECONDARY METABOLITES,0
ACTIVATES TRANSCRIPTION,0
ACTIVATES CELL-DEATH,0
symbiotic properties,0
ACTIVATED EXPRESSION,0
symbiotic structures,0
syncarpy,0
ACTING REGULATORY ELEMENTS,0
synchrotron X-ray fluorescence,0
synergies,0
syngas,0
synonymous and nonsynonymous substitutions,0
ACTIVATED CITRATE,0
ACTING SIRNAS,0
synthetic auxin herbicides,0
targeted mutagenesis,0
technical efficiency,0
tolerance indices,0
tissue engineering,0
ACID CARBOXYL METHYLTRANSFERASE,0
time-series analysis,0
timing for the insecticide application,0
ACID BRIDGES,0
ACETYLGLUCOSAMINIDASE,0
ACETYLENE-REDUCTION ASSAY,0
ACETYLENE-ETHYLENE ASSAY,0
tissue nutrient composition,0
thrips quantity ratio (TQR) model,0
tissues development,0
titanium chelate,0
ACETYL-COA CARBOXYLASE,0
ACETYL ESTERASE,0
ACCase inhibitors,0
ACCUMULATING LC-ALFALFA,0
tolerance index (TI),0
ACID ESTERS,0
three-dimensional unsaturated flow model,0
ACID-O-METHYLTRANSFERASE,0
ACID-COMPOSITION,0
telomeres,0
temperate pastures,0
ACID-MINE DRAINAGE,0
ACID-METABOLISM,0
ACID-INSOLUBLE ASH,0
ACID-DEPENDENT DEFENSES,0
tetrasomic inheritance,0
thermal biology,0
three-dimensional modelling,0
ACID-BASED ADDITIVES,0
ACID-BASE CHEMISTRY,0
thermal requirements,0
ACID SUPPLEMENTS,0
ACID STRESS TOLERANCE,0
ACID RICE PADDY,0
three-cornered alfalfa hopper,0
two-dimensional gel electrophoresis,0
type of management,0
ACTIVE-ROLE,0
16S rRNA gene sequencing,0
16SrII-D,0
16SrII group phytoplasma,0
wet distillers grains with solubles,0
wettability of root zone,0
wheat middlings,0
16Sr RNA,0
16S rRNA identification,0
16S rRNA amplicon,0
16SrRNA,0
white-tailed deer,0
16S RIBOSOMAL-RNA,0
whole-genome resequencing,0
14-ALPHA-DEMETHYLASE,0
14-3-3 proteins,0
wild animals,0
14-3-3 gene family,0
16SrIII-B phytoplasma,0
16SrV-B subgroup phytoplasma,0
wild lentil,0
weaning transition,0
2 FUNGAL PARASITES,0
water use efficiency (WUE),0
water- and phosphorus-use efficiency,0
water-soluble carbohydrate,0
water-stable aggregates,0
2 CONTRASTING CULTIVARS,0
2 ASCORBATE PEROXIDASES,0
2 ALFALFA CULTIVARS,0
17 beta-oestradiol,0
weed biocontrol,0
1st report,0
1ST-YEAR CORN,0
1ST RECORD,0
1ST 2 STEPS,0
weed functional group,0
weed seed management,0
wild board,0
wild populations,0
2-COMPONENT REGULATORY SYSTEM,0
zero-inflated Poisson regression,0
(E)-beta-farnesene synthase gene,0
(E)-beta-farnesene,0
(E)-anethol,0
young bulls,0
young merino wethers,0
zea-mays l,0
(E)-BETA-OCIMENE SYNTHASE,0
zero-till,0
yellow-feathered broilers,0
(E)-4-oxo-2-hexenal,0
zinc bioaccumulation,0
(E)-2-hexenyl butyrate,0
(CO2)-C-14 pulse labeling,0
(CO2)-C-13 pulse labeling,0
(CO2)-C-13,0
zoometric measurement,0
(Iso)flavonoid,0
(NH4+)-N-15 ASSIMILATION,0
wild soybean,0
within-canopy variability,0
12-OXO-PHYTODIENOIC ACID,0
11-S GLOBULIN,0
wine industry by-product,0
winter forages,0
100% organic feeding,0
1-methylcyclopropene (1-MCP),0
1-aminocyclopropane-1-carboxylate (ACC) deaminase,0
within-plant patterns,0
(homo)glutathione,0
woody leguminous species,0
x-ray fluorescence,0
1 PLANT HEMOGLOBIN,0
xylem-limited,0
1 M HCL,0
1 HEMOGLOBIN GENE,0
(iso)flavonoids metabolism,0
"2,4-DICHLOROPHENOL",0
water soluble proteins,0
tyrosyl-DNA phosphodiesterase,0
vector-borne,0
4-HYDROXYPHENYLPYRUVATE DIOXYGENASE,0
4-CHLOROINDOLE-3-ACETIC ACID,0
3D structure,0
30K superfamily,0
vascular bundles,0
vascular wilt,0
vascularization,0
vegetable sprouts,0
urine energy,0
3-methyl-eugenol,0
vegetation-flow interaction,0
vein chlorosis,0
3-HYDROXYFLAVONE,0
vertisol,0
vertosols,0
vesicles,0
4-KDA PEPTIDE,0
4-coumarate coenzyme A ligase,0
3-DIMENSIONAL CLINOSTAT,0
unfolded protein response,0
uNDF(240),0
ultrasonic-assisted extraction,0
undersow,0
undersown pasture,0
undesirable substances,0
454 Pyrosequencing,0
undisturbed soil columns,0
uniformity,0
urease inhibitor,0
uninfected cells,0
unmanned aerial vehicle (UAV),0
uprooting mechanics,0
upscaling,0
4-hydroxy-tetrahydrodipicolinate synthase 2 (DHDPS2),0
4-hydroxy-6-pentadecyltetrahydropyr-2-one,0
4-epi-hederagenin,0
vessel properties,0
veterinary history,0
water soluble carbohydrate (WSC),0
26S PROTEASOME,0
2ND-MESSENGER,0
2HA seed line,0
2HA,0
2D-electrophoresis,0
2D-PAGE,0
2D BN/SDS-PAGE,0
water balance modelling,0
water deficit screening,0
2n Eggs,0
2-diphenyl-1-picrylhydrazyl,0
water dynamics,0
water extraction depth,0
2-d dige,0
2-PHOTON EXCITATION MICROSCOPY,0
2-COMPONENT SYSTEM,0
water regimes,0
2c protein phosphatases,0
warm-season grass,0
vicia-faba l,0
virus-interactions,0
3-CORNERED ALFALFA HOPPER,0
vigor test,0
3-BETA-HYDROXYLASE,0
"3,5,6-TRICHLORO-2-PYRIDINOL",0
3'-HYDROXYLASE GENE,0
virulent biotypes,0
"3'',5''-EPIMERASE",0
vision systems,0
warm season perennial grasses,0
3 STRAINS,0
volatile compounds,0
3 SOIL TYPES,0
voltage-clamp,0
wall cross section,0
3 MUTATION,0
wall-bound phenolics,0
symbiotic genes,0
ACTS,0
serum parameters,0
soil salinity and sodicity management,0
ALPHA-CHACONINE,0
soil physico-chemical properties,0
ALPHA-AMYLASE,0
"ALPHA,ALPHA-TREHALOSE",0
soil rehabilitation,0
ALOSCA((R)),0
ALOPECURUS-MYOSUROIDES HUDS.,0
ALOMYSYS,0
ALPHA-CRYSTALLIN,0
soil subsurface,0
ALMOND LEAF SCORCH,0
ALMADEN MINING DISTRICT,0
soil tillering,0
ALLYL ISOTHIOCYANATE,0
ALLOZYME VARIATION,0
ALLOY,0
soil phosphorus status,0
soil parameters,0
soil water restoration,0
soil microbe community,0
soil enzymatic-activity,0
ALTERNATIVE OXIDASE,0
ALTERNATIVE DISINFECTION METHODS,0
soil extracts,0
soil factors,0
soil food web,0
soil functions,0
ALPINE FORAGE,0
soil organic carbon preservation,0
ALPHA-TOCOPHERYL ACETATE,0
soil monolith,0
ALPHA-TOCOPHEROL,0
ALPHA-LINOLENIC ACID,0
soil nitrate-N,0
ALPHA-GLUCOSIDASE,0
ALPHA-D-MANNOSIDASE,0
soil water deficit,0
soil water retention curve,0
soil aeration,0
ALFALFA LANDSCAPES,0
ALFALFA WEEVIL COLEOPTERA,0
soybean husks,0
soybean nodulation,0
ALFALFA STEM TISSUES,0
soybean symbiosis,0
sp nov.,0
space flight factors,0
ALFALFA BLOAT,0
sows,0
spatio-temporal gene expression,0
ALEYRODIDAE,0
ALEURONE LAYERS,0
species interactions,0
species tree,0
ALDOSE/ALDEHYDE REDUCTASE,0
ALDITOL ACETATES,0
ALFALFA-GRASS PASTURES,0
ALFALFA-NODULATING RHIZOBIA,0
soil-borne pathogens,0
solubilizing bacteria,0
soil-plant transfer factor,0
soil-vegetation-atmosphere-transfer model,0
soilless conditions,0
ALLOCASUARINA-VERTICILLATA,0
solid media,0
solid-phase extraction,0
ALLENE OXIDE SYNTHASE,0
ALLELES,0
sowing methods,0
songnen,0
ALKALOID BIOSYNTHESIS,0
ALKALINE PHYTASE,0
sorting behavior,0
ALIMENTARY BEHAVIOR,0
ALGINATE BEADS,0
source-sink activity,0
ALTERNATIVE RESPIRATORY PATHWAY,0
ALTERNATIVE STRATEGIES,0
spectral structures,0
sieve elements,0
AMMONIA-OXIDIZING BACTERIA,0
AMMONIA EMISSIONS,0
AMMI analysis,0
shoot-bud induction,0
shotgun proteomics,0
AMMI ANALYSIS,0
sieve element occlusion gene family,0
AMINOGLYCOSIDE,0
shoot growth and Iranian alfalfa ecotypes,0
signal-transduction pathway,0
AMINO-SUGARS,0
AMINO-ACID-SEQUENCE,0
AMINO-ACID USAGE,0
AMINO-ACID TRANSPORTERS,0
AMINO-ACID SITES,0
silage bacterial diversity,0
shoot induction,0
AMMONIATED WHEAT-STRAW,0
AMINO-ACID DIGESTIBILITY,0
sharpshooter vector,0
ANABAENA PCC-7119,0
setose pycnidia,0
AMPLIFIED POLYMORPHISMS,0
sexual coercion,0
AMPLIFIED POLYMORPHISM SRAP,0
shade-avoidance response,0
shading duration,0
AMPLIFIED POLYMORPHIC DNA,0
AMMONIUM ASSIMILATION,0
AMPEROMETRIC BIOSENSOR,0
sheep genetics,0
AMOXICILLIN,0
shoot Cl(-),0
shoot Na(+),0
AMMONIUM TRANSPORTERS,0
shoot characteristics,0
AMINO-ACID LIMITATION,0
silage management,0
ALTERNATIVES,0
smooth leaf margin1 (SLM1),0
AM symbioses,0
small RNAs,0
small auxin,0
small grains,0
small signaling peptides,0
ALUMINUM-TOLERANCE MECHANISMS,0
smooth bromegrass (Bromus inermis),0
snapshot measurement,0
slenderness ratio,0
ALUMINUM-ACTIVATED CITRATE,0
social-ecological systems,0
ALUM SLUDGE,0
sodium hydrogen phosphate/citric acid,0
ALTITUDE GRADIENT,0
ALTERS PLANT DEVELOPMENT,0
soil Cd forms,0
AM-inducible phosphate transporters,0
AMARANTH AMARANTHUS SPP.,0
AMINO-ACID DETERMINATIONS,0
single-seeded fruits,0
silage storage time,0
AMINO-ACID AMIDOHYDROLASE,0
silver nanoparticles,0
simple limitation methods,0
simple sequence repeat markers,0
AMERICAN LOCUST,0
single-nucleotide polymorphism,0
AMBROSIA-ARTEMISIIFOLIA,0
slaughter traits,0
site-directed mutagenesis,0
sites of specific insertion,0
size/density compensation,0
AMARANTHUS-PALMERI,0
skin biophysical techniques,0
skin irritation,0
slaughter characteristics,0
spectral analysis of surface waves,0
ALDEHYDE-DEHYDROGENASE GENE,0
ACUTE HEAT-STRESS,0
ADVENTITIOUS ROOTING PROCESS,0
sucrose enzyme activities,0
sucrose phosphate synthase (SPS),0
AERODYNAMIC ROUGHNESS,0
sucrose uptake transporter (SUT),0
AEOLOTHRIPS-INTERMEDIUS,0
sugar export,0
sugar limitation,0
sugar partitioning,0
AESTIVUM L. GENOTYPES,0
sugars will eventually be exported transporter (SWEET),0
ADVENTITIOUS ROOT-FORMATION,0
suicide and mental disorder,0
suicide and physical illness,0
"suicide outside mental health care, suicide notes",0
ADVANTAGES,0
ADULTS,0
AERUGINOSA PNA1,0
AFFECTING PASSAGE,0
ADULT ECLOSION,0
AFFYMETRIX GENECHIP DATA,0
sub-surface flow constructed wetland,0
AFLP markers,0
AFLP MARKERS,0
subcellular proteomics,0
subcellular relocation,0
subcritical water repellency,0
subculturing,0
subgenomic RNA,0
AFFECTS GROWTH,0
subsoil loosening,0
AFFINITY SULFATE TRANSPORTERS,0
AFFINITY PHOSPHATE TRANSPORTERS,0
subsurface drip irrigation (SDI),0
subsurface flow constructed wetland,0
AFFINITY NITRATE UPTAKE,0
AFFINITY MOLYBDATE TRANSPORTER,0
sulfur hexfluoride,0
ADSORPTION PERFORMANCE,0
sub-functionalization,0
swine,0
sustainable soil management,0
sustainable water use,0
ADALIA-BIPUNCTATA,0
sward dynamics,0
sward measurement,0
